zip_prefixes|meanhouseholdincome
0|38851.2380706732
0|38889.0742285238
0|38900.1636661211
0|38934.6317007327
0|39007.2463768116
0|39010.1287191391
0|39032.5625294951
0|39089.8617511521
0|39135.4330708661
0|39138.4724535752
0|39145.7264957265
0|39149.1028556988
0|39153.1155015198
0|39161.6666666667
0|39169.1576086956
0|39170.185264972
0|39215.5963302752
0|39319.9134199134
0|39358.407079646
0|39387.5730301595
0|39430.2919708029
0|39436.9834710744
0|39506.006006006
0|39534.6692111959
0|39539.4557823129
0|39570.4845814978
0|39578.5207700101
0|39596.6758319233
0|39621.8005295675
0|39667.4604393916
0|39711.0453648915
0|39725.9475218659
0|39749.3469222562
0|39831.9502074689
0|39894.5803040317
0|39906.4039408867
0|39907.3514602216
0|39915.8415841584
0|39937.7436061722
0|40027.2873194222
0|40038.9863547758
0|40054.0398740818
0|40064.8055832503
0|40069.0061808718
0|40072.8476821192
0|40083.4139599171
0|40101.7029328288
0|40161.8133460634
0|40176.9230769231
0|40189.6351575456
0|40220.4504504505
0|40226.1324041812
0|40281.1993517018
0|40300.8849557522
0|40364.312267658
0|40369.7653935463
0|40412.4728759806
0|40430.4812834225
0|40433.1083880897
0|40434.0909090909
0|40479.0419161677
0|40485.1485148515
0|40591.0652920962
0|40615.2866242038
0|40674.6519150532
0|40683.0337571241
0|40693.6769394261
0|40695.7639939486
0|40727.6887871854
0|40763.179045908
0|40784.4907407407
0|40857.1428571429
0|40859.2989289192
0|40874.2603550296
0|40942.4131627057
0|40984.1065292096
0|41037.7929535931
0|41044.0462859276
0|41046.7128027682
0|41064.8339317774
0|41102.2838899804
0|41104.5197740113
0|41127.4023558586
0|41142.6204061084
0|41210.4053489344
0|41274.1935483871
0|41308.9887640449
0|41314.2548596112
0|41332.7922077922
0|41344.7488584475
0|41363.2551638453
0|41395.7055214724
0|41426.1970716264
0|41433.3244373276
0|41443.8325991189
0|41466.6666666667
0|41507.9702444208
0|41509.2002830856
0|41515.3562653563
0|41536.1441165197
0|41549.7869043007
0|41564.7792706334
0|41590.2330902331
0|41604.2323010165
0|41622.8201457574
0|41623.4076433121
0|41642.4920127796
0|41726.1904761905
0|41731.1504424779
0|41748.6388384755
0|41757.4750830565
0|41832.241813602
0|41837.0737509913
0|41843.4750733138
0|41856.1138439916
0|41864.7108484593
0|41868.0038638559
0|41884.4182470528
0|41905.1428571429
0|41916.8681983071
0|41925.5639097744
0|41938.512145749
0|41974.1688198598
0|41981.9277108434
0|42028.583527419
0|42037.7107364685
0|42038.4615384615
0|42043.2098765432
0|42046.7196819085
0|42092.4528301887
0|42095.5555555556
0|42120.5250596659
0|42132.3915161508
0|42163.8643622018
0|42166.0877802337
0|42180.1632140615
0|42200.4830917874
0|42202.8112449799
0|42211.3836719049
0|42212.7007478239
0|42220.8072100313
0|42234.3620669268
0|42275.8620689655
0|42280.1708132195
0|42298.2456140351
0|42320.4393505253
0|42349.8779495525
0|42371.0691823899
0|42373.031496063
0|42398.804117469
0|42404.0880503145
0|42411.6541353383
0|42440.1107196779
0|42481.3358832696
0|42500
0|42510.8161258604
0|42516.219588272
0|42520.3193033382
0|42594.6601941748
0|42618.4210526316
0|42626.2583892617
0|42634.8973607038
0|42649.1275247998
0|42656.7164179104
0|42731.2462592272
0|42752.6025719535
0|42754.802259887
0|42758.8699080158
0|42763.1578947368
0|42770.1181320859
0|42772.1485411141
0|42781.0426540284
0|42801.6405667412
0|42821.8785796105
0|42856.6470340766
0|42867.1770972037
0|42869.2294779251
0|42884.4380403458
0|42959.7725809912
0|42963.9430422294
0|42996.0990367009
0|42999.8420021488
0|43019.9637023593
0|43059.8771750256
0|43065.2815622162
0|43086.4840389405
0|43088.1355932203
0|43158.0565805658
0|43162.0869359232
0|43180.2121909719
0|43180.7228915663
0|43193.3719433719
0|43195.7805907173
0|43196.8503937008
0|43202.8792173865
0|43243.9759036145
0|43244.7425670776
0|43261.895841139
0|43280.8641975309
0|43326.0869565217
0|43332.6530612245
0|43392.8571428571
0|43409.1026970954
0|43435.0180505415
0|43460.843373494
0|43470.7587161519
0|43490.6832298137
0|43534.7184253691
0|43640.1590457257
0|43671.062387459
0|43678.5239992411
0|43693.5483870968
0|43713.7963070491
0|43748.6020716839
0|43780.4878048781
0|43809.8128107634
0|43822.4932249322
0|43902.2167583811
0|43923.3983286908
0|43923.9545863309
0|43937.2667330182
0|43942.9263992948
0|44026.3727346497
0|44047.6057002921
0|44062.874251497
0|44074.8978504175
0|44077.6712328767
0|44126.6719118804
0|44138.9214536928
0|44201.9118153634
0|44206.2631210637
0|44211.2382934443
0|44213.794092343
0|44237.3650107991
0|44264.7713476325
0|44282.0059880239
0|44301.0960542049
0|44304.7209060441
0|44399.0461049285
0|44405.3521126761
0|44440.071119788
0|44441.0609037328
0|44447.6286806024
0|44488.8888888889
0|44488.9212827988
0|44514.0186915888
0|44518.3564183101
0|44523.1736056559
0|44565.1906519065
0|44585.9137944449
0|44605.9617745046
0|44609.0047393365
0|44615.8463385354
0|44618.989447419
0|44630.1633045149
0|44642.7283653846
0|44660.4342581423
0|44662.0111731844
0|44670.7132018209
0|44683.8610827375
0|44700.7921267403
0|44716.838614591
0|44719.9119056873
0|44734.572230014
0|44750.7853970317
0|44769.884805266
0|44782.1782178218
0|44797.5687103594
0|44830.764075067
0|44833.3333333333
0|44835.2941176471
0|44842.8825622776
0|44864.8247177659
0|44869.9763593381
0|44872.1264367816
0|44878.6764705882
0|44887.7952755906
0|44919.0231362468
0|44928.4135559921
0|44941.8042690294
0|45020.3574975174
0|45055.5555555556
0|45085.1206434316
0|45103.5751840168
0|45120.6896551724
0|45121.568627451
0|45160.7292539816
0|45172.268907563
0|45197.686743983
0|45203.3560864619
0|45211.2403100775
0|45241.2280701754
0|45253.8043478261
0|45263.63178441
0|45301.3245033113
0|45308.1549366364
0|45318.8545688546
0|45319.9445983379
0|45350.8171532337
0|45362.620573962
0|45362.6921320956
0|45383.8311688312
0|45433.3457804332
0|45455.1985518724
0|45470.9708238407
0|45536.3431997003
0|45569.2273336311
0|45581.25
0|45593.2569147949
0|45616.3434903047
0|45638.0789022299
0|45650.8704061896
0|45684.0277777778
0|45687.606167516
0|45741.8699186992
0|45778.3687943262
0|45792.270531401
0|45806.3092874476
0|45813.30472103
0|45814.0820840501
0|45817.7777777778
0|45858.9610927152
0|45887.7272727273
0|45892.8571428571
0|45897.5409836066
0|45902.7657735523
0|45924.7389505484
0|45937.0877727042
0|45947.1544715447
0|45950.182943991
0|45953.313253012
0|45967.0280036134
0|45977.3798776206
0|45982.9476739499
0|45999.681122449
0|46031.611777766
0|46056.9413684579
0|46058.9142504627
0|46077.7983217181
0|46101.6949152542
0|46116.1616161616
0|46123.6111111111
0|46142.8571428571
0|46161.1842105263
0|46164.7000983284
0|46179.4098858101
0|46193.5972060536
0|46201.6317016317
0|46218.9695550351
0|46222.8260869565
0|46226.2991864519
0|46232.1428571429
0|46278.1740370899
0|46283.8038632987
0|46312.5
0|46313.9483182508
0|46353.5576392719
0|46406.6911090742
0|46472.1198156682
0|46481.2568908489
0|46548.4922575387
0|46563.0630630631
0|46579.8929663609
0|46588.9423076923
0|46596.1424332344
0|46630.0093196645
0|46645.2409964798
0|46661.7078250521
0|46680.5970149254
0|46686.2941705276
0|46759.067357513
0|46774.7205503009
0|46784.4036697248
0|46802.8985507246
0|46809.6487686718
0|46812.5
0|46816.9893020887
0|46847.471451876
0|46859.7497393118
0|46862.1997471555
0|46908.6651053864
0|46932.5123152709
0|46950.0538736923
0|46959.5643354793
0|47008.1967213115
0|47016.8356081895
0|47035.3260869565
0|47035.6025039124
0|47050.6912442396
0|47083.1987075929
0|47100.7051564566
0|47126.4553686934
0|47161.2723214286
0|47185.6264411991
0|47242.6470588235
0|47260.8695652174
0|47262.3244761288
0|47276.1904761905
0|47284.6867197717
0|47295.4545454546
0|47302.3203926818
0|47326.4568875368
0|47335.6777493606
0|47393.8311688312
0|47429.8774362066
0|47479.9927246271
0|47500
0|47503.7128712871
0|47540.5041605482
0|47546.8917470525
0|47552.8988573847
0|47555.0986842105
0|47589.2158992181
0|47603.9909149903
0|47617.1632896305
0|47634.9826388889
0|47670.1123595506
0|47706.6298342541
0|47711.7533861298
0|47779.7298231067
0|47780.304703025
0|47794.5062586926
0|47843.3578629461
0|47851.7964071856
0|47864.4024514811
0|47935.1648351648
0|47936.9602763385
0|47953.1734267619
0|47957.7464788732
0|47963.7701048471
0|47968.954248366
0|47990.6947890819
0|48061.4906832298
0|48066.2196144174
0|48079.9614643545
0|48088.2352941177
0|48095.1197469498
0|48124.6454023386
0|48165.4676258993
0|48183.014354067
0|48191.8918918919
0|48204.5454545455
0|48212.0141342756
0|48232.6327433628
0|48235.5811889973
0|48276.1786600496
0|48347.2641826116
0|48350.0572300649
0|48466.1876584953
0|48490.5213270142
0|48500
0|48542.2570221228
0|48562.8571428572
0|48569.616519174
0|48582.6086956522
0|48587.3655913978
0|48595.4429441792
0|48611.7743552356
0|48611.9684499314
0|48613.0136986301
0|48622.0164609054
0|48639.3323657475
0|48684.1174194262
0|48691.9155134741
0|48702.1089630931
0|48704.7244094488
0|48746.013667426
0|48748.5202571691
0|48759.534116677
0|48840.206185567
0|48849.4094488189
0|48900.2954209749
0|48934.0909090909
0|48956.0317033853
0|48961.9492656876
0|48977.6180965613
0|48992.5861317052
0|48997.9230130158
0|49016.8918918919
0|49029.8701298701
0|49045.6533415177
0|49051.0510510511
0|49066.1375661376
0|49079.3313069909
0|49095.6970158086
0|49141.4581066377
0|49145.2174817357
0|49176.1565836299
0|49199.3406593407
0|49248.7633181126
0|49257.0900123305
0|49449.6057593418
0|49452.1178637201
0|49473.2142857143
0|49530.8351436157
0|49532.0266461696
0|49534
0|49552.030674321
0|49554.1757218255
0|49560.38647343
0|49630.1107887101
0|49662.9642485248
0|49674.2738589212
0|49700
0|49700.7299270073
0|49726.74605729
0|49731.2073647261
0|49742.4593967517
0|49746.2686567164
0|49747.3614775726
0|49747.7526069759
0|49752.4700624935
0|49755.376344086
0|49777.2861356932
0|49778.284593742
0|49815.8556088645
0|49827.3706147968
0|49833.4752981261
0|49894.4495694957
0|49899.3801652893
0|49903.3457249071
0|49935.0180505415
0|49946.284691137
0|49955.1478083588
0|50049.2610837439
0|50066.8238993711
0|50069.8924731183
0|50073.2718894009
0|50094.8717948718
0|50110.6764928194
0|50122.8593668915
0|50127.6452048627
0|50130.4347826087
0|50144.9097794609
0|50169.4117647059
0|50202.915041179
0|50236.779587807
0|50244.1860465116
0|50267.106787827
0|50290.6976744186
0|50349.6868475992
0|50352.6510938079
0|50364.0123370251
0|50372.9139922978
0|50392.3389882552
0|50396.0280373832
0|50417.5913153002
0|50433.1352154532
0|50440.6779661017
0|50453.9918809202
0|50456.8576947843
0|50468.244013683
0|50477.1371769384
0|50490.6702492909
0|50491.2587412587
0|50496.4048930806
0|50496.8831168831
0|50509.8174302446
0|50576.9230769231
0|50598.3910891089
0|50601.3822732792
0|50605.5530405915
0|50636.1564299424
0|50639.5089285714
0|50640.288493794
0|50644.7831184056
0|50648.969889065
0|50670.4545454545
0|50682.2895891504
0|50683.3333333333
0|50701.2750455373
0|50717.6486784141
0|50718.8430059524
0|50721.111599297
0|50726.3157894737
0|50738.0378159367
0|50764.2276422764
0|50787.6254180602
0|50800.3214142226
0|50828.1105990783
0|50858.5883341503
0|50889.4296281876
0|50905.1355206847
0|50951.6129032258
0|50955.4079696395
0|50966.5427509294
0|50988.1874515879
0|51007.7186963979
0|51071.1448113859
0|51123.8536836682
0|51128.4356725146
0|51131.5789473684
0|51163.3090655231
0|51192.748091603
0|51195.4137587238
0|51205.8823529412
0|51208.3421778816
0|51220.8211143695
0|51229.9498047964
0|51241.2453552528
0|51271.3745866793
0|51289.3329371564
0|51291.0739687056
0|51302.3331173039
0|51322.4381625442
0|51333.6933045356
0|51361.051182006
0|51367.4121405751
0|51373.7046632124
0|51373.9495798319
0|51387.5
0|51396.0995292535
0|51406.7599067599
0|51463.6363636364
0|51464.2218246869
0|51471.4125560538
0|51485
0|51509.7838631833
0|51509.8236775819
0|51522.5442834139
0|51530.0025425884
0|51604.2780748663
0|51644.7963800905
0|51651.5151515152
0|51660.480349345
0|51666.0388293248
0|51668.051948052
0|51671.9457013575
0|51687.3840445269
0|51689.964986457
0|51742.6598416071
0|51786.6894197952
0|51788.4615384615
0|51811.0367892977
0|51830.5430256766
0|51842.8011753183
0|51843.2883341824
0|51856.8406205924
0|51897.5644699141
0|51911.5499053286
0|51939.4736842105
0|51940.1955217617
0|51941.6167664671
0|51946.1077844311
0|52004.019723443
0|52016.501650165
0|52025.8977514263
0|52030.9641097818
0|52057.12219812
0|52096.7948717949
0|52115.4982023626
0|52117.6470588235
0|52119.2468619247
0|52121.9952867243
0|52138.5598391844
0|52148.5148514851
0|52198.4198645598
0|52202.9829545455
0|52209.6540521556
0|52209.7902097902
0|52215.8273381295
0|52217.0919532729
0|52225.0906763388
0|52245.0027848258
0|52253.9215686275
0|52268.6904164576
0|52268.9877238881
0|52291.523735753
0|52305.7174576742
0|52311.9738072965
0|52321.4285714286
0|52326.0165527168
0|52359.1081899607
0|52362.2222222222
0|52394.1842900302
0|52397.6833976834
0|52398.6708912847
0|52404.4635004397
0|52413.1534569983
0|52469.4218083042
0|52473.1601731602
0|52503.4542314335
0|52519.7402597403
0|52556.2827225131
0|52575.1988430947
0|52576.9230769231
0|52583.5443037975
0|52590.9555069292
0|52608.3815028902
0|52611.9148355398
0|52613.8265818547
0|52639.4380853278
0|52647.8679504814
0|52650.0565336779
0|52674.8057713652
0|52702.0547945205
0|52710.0436383472
0|52730.164145722
0|52756.3025210084
0|52760.2739726027
0|52779.0629860031
0|52830.8476806667
0|52838.1890588975
0|52854.8030501286
0|52891.5343915344
0|52899.7242316454
0|52921.9348659004
0|52930.8299503834
0|52937.7649708532
0|52994.6515397083
0|53001.4285714286
0|53017.7053824363
0|53018.9355168884
0|53038.3963862225
0|53089.7426017263
0|53095.5259975816
0|53101.9018162674
0|53107.7287641269
0|53149.0566037736
0|53169.4205259483
0|53171.875
0|53182.6086956522
0|53257.3099415205
0|53263.8316527839
0|53301.4705882353
0|53315.5839207468
0|53323.5294117647
0|53476.567488188
0|53483.9894242068
0|53502.0238602471
0|53521.4285714286
0|53529.629330751
0|53532.8467153285
0|53577.1276595745
0|53618.0167597765
0|53618.0497468633
0|53660.9870740305
0|53665.7183499289
0|53707.9207920792
0|53723.8443935927
0|53753.1890220332
0|53755.5954391892
0|53796.7675378267
0|53804.5816454812
0|53813.9462163852
0|53875.6966651439
0|53883.6746302617
0|53915.0305761184
0|53922.6804123711
0|53946.6285441982
0|53985.5687036975
0|53998.5745614035
0|54001.0177870402
0|54034.6093487277
0|54047.619047619
0|54092.0526572404
0|54198.1573454258
0|54210.5263157895
0|54266.3316582915
0|54279.2378039265
0|54336.3453815261
0|54381.5243112917
0|54431.8816025513
0|54445.6662354463
0|54446.1538461538
0|54448.2517482518
0|54470.1713909031
0|54472.6890756302
0|54573.3739186158
0|54591.5257223397
0|54614.4358154408
0|54654.033408881
0|54664.0435835351
0|54667.468719923
0|54688.9507194064
0|54690.8276225619
0|54695.6735496559
0|54706.1688311688
0|54706.5217391304
0|54771.1111111111
0|54778.9772727273
0|54804.7725306253
0|54807.7830188679
0|54813.3333333333
0|54822.9946838194
0|54829.8124760811
0|54835.2112676056
0|54843.9054726368
0|54849.3255992732
0|54879.645511721
0|54942.0186113099
0|54948.8828089375
0|54957.6271186441
0|54961.556943777
0|54963.4448574969
0|54987.8291488059
0|55045.3190220632
0|55057.4088440652
0|55079.5297372061
0|55147.4943052392
0|55147.9433744456
0|55192.3601637108
0|55207.5471698113
0|55235.9454855196
0|55295.1807228916
0|55305.1948051948
0|55393.6324167873
0|55398.7404297357
0|55465.8736669401
0|55511.5778247226
0|55517.5438596491
0|55518.8679245283
0|55573.0223123732
0|55620.6896551724
0|55638.7096774193
0|55644.0340154132
0|55647.6801351974
0|55650.234741784
0|55657.8947368421
0|55705.3314121037
0|55718.4359982525
0|55729.4997421351
0|55739.9820808601
0|55745.7831325301
0|55746.7008797654
0|55750.319284802
0|55755.8775107013
0|55759.3407541634
0|55775.3338570306
0|55776.5155839708
0|55793.6802973978
0|55814.5512967638
0|55863.6198766775
0|55863.7796930839
0|55918.8861250986
0|55931.8885448916
0|55950.6769825919
0|55951.0396696652
0|55957.4311023622
0|55982.9545454545
0|55990.2262901297
0|56092.3435075013
0|56123.2294617564
0|56144.1684665227
0|56145.3068592058
0|56194.6022727273
0|56219.4508009153
0|56276.1131394519
0|56286.0465116279
0|56288.7060136293
0|56318.7850944359
0|56387.5
0|56435.275893829
0|56460.2917341977
0|56499.320944715
0|56529.9522401638
0|56535.8534684333
0|56543.9679307712
0|56552.8233151184
0|56572.6147834581
0|56589.5061728395
0|56635.2888086643
0|56658.8405797102
0|56666.9873028088
0|56681.8181818182
0|56707.0954211814
0|56732.0217096336
0|56735.5694227769
0|56762.2673434856
0|56762.3121387283
0|56775.1423149905
0|56804.7313552526
0|56880.7914531778
0|56910.9311740891
0|56916.4934164934
0|56923.0769230769
0|56931.0344827586
0|56953.4095722152
0|56960.2983110331
0|56970.9110867179
0|56991.6762043492
0|57029.8685782557
0|57083.3249749248
0|57086.5019011407
0|57093.6337329475
0|57131.7048602367
0|57155.7221997027
0|57169.9726402189
0|57219.5860676426
0|57291.9106881405
0|57391.6666666667
0|57428.1475201357
0|57436.8635437882
0|57447.7805317711
0|57496.9297684534
0|57498.1122486023
0|57507.4774266366
0|57512.0581286498
0|57541.7699341937
0|57593.147751606
0|57630.7596513076
0|57678.027388829
0|57747.0588235294
0|57757.6034568722
0|57759.5136230579
0|57774.430740038
0|57794.1176470588
0|57796.1165048544
0|57811.2951062778
0|57811.6356700048
0|57821.5156332803
0|57834.9321579812
0|57844.7532039081
0|57854.1099618944
0|57871.6770594027
0|57888.7223974763
0|57907.2164948454
0|57921.9114219114
0|57922.9828850856
0|57953.5464535464
0|57987.012987013
0|58002.9705839733
0|58017.0711297071
0|58046.5187452181
0|58059.5094711486
0|58071.530758226
0|58103.4214618974
0|58138.2978723404
0|58154.5201441205
0|58160.15625
0|58166.7724196278
0|58175.0084441306
0|58181.5511163337
0|58213.6435748281
0|58246.1832061069
0|58249.0295031056
0|58311.3810741688
0|58312.5
0|58346.6515690715
0|58355.4428279735
0|58383.0803822372
0|58405.4305182738
0|58447.1270569193
0|58459.7338935574
0|58460.2272727273
0|58466.2601626016
0|58476.7014967523
0|58490.5664545776
0|58512.8865979382
0|58525.5674981952
0|58548.4606613455
0|58554.8846431146
0|58559.6435100548
0|58611.2759643917
0|58656.686120274
0|58752.5773195876
0|58761.8320610687
0|58808.7100330761
0|58813.4513055315
0|58836.7875647668
0|58871.0213776722
0|58895.0262434391
0|58899.1392628559
0|58919.9067827793
0|58947.216073557
0|58969.2748091603
0|58970.8417849899
0|58976.6136576239
0|58996.9185034803
0|59014.367816092
0|59029.8380221654
0|59034.3347639485
0|59053.3617929562
0|59053.4013605442
0|59086.2498517025
0|59101.3724266999
0|59123.7380574788
0|59142.3227978306
0|59197.7744567413
0|59197.8021978022
0|59219.3675889328
0|59238.9277389277
0|59273.9992470824
0|59307.3518449497
0|59313.7931034483
0|59355.2412645591
0|59369.7183098592
0|59446.7005076142
0|59461.8032422829
0|59464.8291344475
0|59573.7154964393
0|59576.6726943942
0|59591.3428766189
0|59598.9847715736
0|59629.2307692308
0|59662.8580624397
0|59663.6363636364
0|59678.8410528464
0|59688.8902035021
0|59710.1721629486
0|59727.2149215769
0|59754.2635658915
0|59761.698440208
0|59763.8009715884
0|59775.2675386445
0|59802.2598870057
0|59863.3993743483
0|59871.760075994
0|59876.5541740675
0|59916.114790287
0|59941.3103499739
0|59966.4341761116
0|60133.9714834989
0|60183.0774608908
0|60206.0998151571
0|60214.6658781786
0|60215.1629277878
0|60230.39914469
0|60293.6507936508
0|60309.4807011769
0|60334.7845015237
0|60374.1543728095
0|60376.5903307888
0|60380.8131629045
0|60381.5612382234
0|60389.0084842345
0|60394.2194835681
0|60425.8598312784
0|60433.3443873321
0|60456.8138195777
0|60473.3979262281
0|60474.7980613893
0|60524.3300664793
0|60525.2225519288
0|60555.0956323152
0|60561.4236509759
0|60563.7450199203
0|60608
0|60614.6768840297
0|60638.578680203
0|60684.7533632287
0|60685.0060459492
0|60687.63018747
0|60705.1326214261
0|60708.7912087912
0|60711.639185257
0|60746.5075827581
0|60754.1454605155
0|60767.0489770614
0|60809.8998459168
0|60814.9512179363
0|60829.4137695978
0|60854.6404425323
0|60879.5546558704
0|60880.4277799253
0|60908.8105726872
0|60914.5569620253
0|60928.4321545688
0|60938.2284382284
0|60939.0761548065
0|60964.7776465958
0|61026.7857142857
0|61029.9900033322
0|61043.5577065534
0|61054.4394037589
0|61066.4877061936
0|61072.4815724816
0|61094.1926345609
